order_id,product_id,product_name,vendor_id,vendor_name,quantity,unit_price,total_cost,order_date,current_stock,reorder_level
O0833,P002,TMT Steel Bars,V010,Metro Hardware Hub,128,1296,165888,02/09/25,37,40
O0834,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,92,3547,326324,07/04/25,37,40
O0835,P001,Cement Bags,V001,UltraBuild Suppliers,167,4480,748160,24/09/25,20,50
O0836,P007,Paver Blocks,V001,UltraBuild Suppliers,72,2787,200664,05/07/25,57,45
O0837,P003,Bitumen Drums,V002,Shree Steel Traders,129,2277,293733,02/10/25,38,30
O0838,P006,Electrical Cables,V007,Prime Machinery Vendors,176,2457,432432,23/07/25,92,25
O0839,P007,Paver Blocks,V004,Sai Pipes & Fittings,161,4152,668472,09/07/25,27,45
O0840,P008,Stormwater Grates,V009,AquaFlow Solutions,84,2712,227808,26/06/25,78,20
O0841,P003,Bitumen Drums,V007,Prime Machinery Vendors,50,2082,104100,25/12/25,62,30
O0842,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,74,4364,322936,23/06/25,56,40
O0843,P001,Cement Bags,V009,AquaFlow Solutions,61,3387,206607,03/01/25,86,50
O0844,P003,Bitumen Drums,V002,Shree Steel Traders,140,3766,527240,02/02/25,16,30
O0845,P004,PVC Drain Pipes,V005,Green Earth Aggregates,114,855,97470,20/01/25,82,35
O0846,P007,Paver Blocks,V007,Prime Machinery Vendors,177,4468,790836,31/12/25,41,45
O0847,P001,Cement Bags,V010,Metro Hardware Hub,64,4249,271936,06/01/25,61,50
O0848,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,69,475,32775,03/11/25,105,60
O0849,P004,PVC Drain Pipes,V009,AquaFlow Solutions,177,1588,281076,19/01/25,91,35
O0850,P004,PVC Drain Pipes,V006,Precision Electricals,20,1489,29780,22/05/25,16,35
O0851,P006,Electrical Cables,V007,Prime Machinery Vendors,121,3521,426041,13/04/25,80,25
O0852,P001,Cement Bags,V009,AquaFlow Solutions,37,938,34706,26/05/25,75,50
O0853,P006,Electrical Cables,V009,AquaFlow Solutions,108,2465,266220,07/11/25,33,25
O0854,P008,Stormwater Grates,V004,Sai Pipes & Fittings,123,238,29274,31/03/25,38,20
O0855,P002,TMT Steel Bars,V007,Prime Machinery Vendors,163,792,129096,31/05/25,69,40
O0856,P002,TMT Steel Bars,V006,Precision Electricals,151,2311,348961,03/10/25,117,40
O0857,P005,Coarse Aggregates,V010,Metro Hardware Hub,133,3289,437437,05/09/25,77,60
O0858,P006,Electrical Cables,V004,Sai Pipes & Fittings,137,3974,544438,28/10/25,119,25
O0859,P008,Stormwater Grates,V001,UltraBuild Suppliers,49,2312,113288,15/07/25,13,20
O0860,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,100,3578,357800,22/09/25,50,35
O0861,P001,Cement Bags,V009,AquaFlow Solutions,87,2233,194271,17/02/25,41,50
O0862,P006,Electrical Cables,V007,Prime Machinery Vendors,39,1662,64818,10/06/25,65,25
O0863,P004,PVC Drain Pipes,V006,Precision Electricals,166,2404,399064,16/12/25,28,35
O0864,P008,Stormwater Grates,V004,Sai Pipes & Fittings,71,2123,150733,04/05/25,99,20
O0865,P004,PVC Drain Pipes,V005,Green Earth Aggregates,78,1861,145158,08/05/25,111,35
O0866,P006,Electrical Cables,V010,Metro Hardware Hub,59,1073,63307,10/02/25,20,25
O0867,P001,Cement Bags,V008,Reliable Bitumen Works,158,546,86268,04/09/25,113,50
O0868,P006,Electrical Cables,V006,Precision Electricals,146,2450,357700,04/04/25,67,25
O0869,P005,Coarse Aggregates,V009,AquaFlow Solutions,121,2019,244299,23/10/25,101,60
O0870,P001,Cement Bags,V003,Bharat Infra Supply Co.,154,3666,564564,04/10/25,66,50
O0871,P006,Electrical Cables,V001,UltraBuild Suppliers,120,1631,195720,03/03/25,63,25
O0872,P008,Stormwater Grates,V009,AquaFlow Solutions,100,268,26800,12/12/25,6,20
O0873,P007,Paver Blocks,V004,Sai Pipes & Fittings,168,1025,172200,05/07/25,46,45
O0874,P005,Coarse Aggregates,V010,Metro Hardware Hub,67,2353,157651,18/05/25,35,60
O0875,P006,Electrical Cables,V008,Reliable Bitumen Works,113,1706,192778,06/08/25,68,25
O0876,P007,Paver Blocks,V004,Sai Pipes & Fittings,115,3190,366850,25/07/25,114,45
O0877,P008,Stormwater Grates,V005,Green Earth Aggregates,66,1274,84084,18/12/25,78,20
O0878,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,89,2131,189659,10/08/25,76,40
O0879,P004,PVC Drain Pipes,V007,Prime Machinery Vendors,57,1425,81225,05/01/25,65,35
O0880,P007,Paver Blocks,V003,Bharat Infra Supply Co.,147,1301,191247,19/11/25,119,45
O0881,P006,Electrical Cables,V009,AquaFlow Solutions,144,2657,382608,15/10/25,37,25
O0882,P001,Cement Bags,V010,Metro Hardware Hub,121,1010,122210,25/03/25,93,50
O0883,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,85,4103,348755,19/11/25,112,35
O0884,P008,Stormwater Grates,V002,Shree Steel Traders,105,2328,244440,04/07/25,51,20
O0885,P005,Coarse Aggregates,V009,AquaFlow Solutions,108,362,39096,04/03/25,57,60
O0886,P004,PVC Drain Pipes,V006,Precision Electricals,167,1629,272043,26/05/25,104,35
O0887,P006,Electrical Cables,V006,Precision Electricals,150,4193,628950,17/08/25,104,25
O0888,P007,Paver Blocks,V002,Shree Steel Traders,177,2547,450819,20/11/25,64,45
O0889,P003,Bitumen Drums,V003,Bharat Infra Supply Co.,106,3655,387430,10/11/25,85,30
O0890,P007,Paver Blocks,V010,Metro Hardware Hub,38,848,32224,25/06/25,25,45
O0891,P006,Electrical Cables,V004,Sai Pipes & Fittings,101,2586,261186,17/05/25,95,25
O0892,P007,Paver Blocks,V010,Metro Hardware Hub,89,3844,342116,05/07/25,104,45
O0893,P008,Stormwater Grates,V010,Metro Hardware Hub,125,1570,196250,12/01/25,28,20
O0894,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,84,855,71820,27/03/25,31,35
O0895,P002,TMT Steel Bars,V007,Prime Machinery Vendors,44,722,31768,31/08/25,117,40
O0896,P001,Cement Bags,V009,AquaFlow Solutions,26,3452,89752,12/02/25,72,50
O0897,P005,Coarse Aggregates,V002,Shree Steel Traders,178,1472,262016,02/12/25,15,60
O0898,P005,Coarse Aggregates,V007,Prime Machinery Vendors,78,2226,173628,26/05/25,99,60
O0899,P003,Bitumen Drums,V008,Reliable Bitumen Works,53,1597,84641,18/01/25,8,30
O0900,P006,Electrical Cables,V006,Precision Electricals,141,4027,567807,04/10/25,116,25
O0901,P008,Stormwater Grates,V005,Green Earth Aggregates,54,1650,89100,02/11/25,80,20
O0902,P007,Paver Blocks,V008,Reliable Bitumen Works,154,2736,421344,04/09/25,49,45
O0903,P004,PVC Drain Pipes,V009,AquaFlow Solutions,42,3819,160398,07/07/25,44,35
O0904,P005,Coarse Aggregates,V007,Prime Machinery Vendors,59,2686,158474,01/01/25,6,60
O0905,P003,Bitumen Drums,V009,AquaFlow Solutions,108,2549,275292,01/10/25,65,30
O0906,P008,Stormwater Grates,V001,UltraBuild Suppliers,142,2654,376868,09/08/25,6,20
O0907,P004,PVC Drain Pipes,V005,Green Earth Aggregates,21,3260,68460,30/07/25,29,35
O0908,P007,Paver Blocks,V009,AquaFlow Solutions,121,2247,271887,27/11/25,25,45
O0909,P007,Paver Blocks,V007,Prime Machinery Vendors,76,2354,178904,05/08/25,15,45
O0910,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,92,2402,220984,07/04/25,57,60
O0911,P003,Bitumen Drums,V002,Shree Steel Traders,54,2572,138888,23/11/25,19,30
O0912,P008,Stormwater Grates,V008,Reliable Bitumen Works,89,4230,376470,14/06/25,29,20
O0913,P003,Bitumen Drums,V001,UltraBuild Suppliers,32,381,12192,22/02/25,28,30
O0914,P005,Coarse Aggregates,V005,Green Earth Aggregates,52,3791,197132,05/01/25,98,60
O0915,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,58,320,18560,22/04/25,68,40
O0916,P007,Paver Blocks,V006,Precision Electricals,99,4282,423918,26/08/25,52,45
O0917,P006,Electrical Cables,V001,UltraBuild Suppliers,40,1396,55840,17/05/25,12,25
O0918,P002,TMT Steel Bars,V007,Prime Machinery Vendors,159,4051,644109,09/04/25,28,40
O0919,P007,Paver Blocks,V005,Green Earth Aggregates,23,1199,27577,08/05/25,103,45
O0920,P008,Stormwater Grates,V007,Prime Machinery Vendors,83,474,39342,24/08/25,30,20
O0921,P004,PVC Drain Pipes,V002,Shree Steel Traders,141,3387,477567,09/06/25,92,35
O0922,P003,Bitumen Drums,V006,Precision Electricals,30,4467,134010,10/05/25,20,30
O0923,P005,Coarse Aggregates,V008,Reliable Bitumen Works,70,3152,220640,27/01/25,118,60
O0924,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,80,3756,300480,08/01/25,46,40
O0925,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,169,1180,199420,05/05/25,55,60
O0926,P001,Cement Bags,V001,UltraBuild Suppliers,168,4093,687624,02/11/25,93,50
O0927,P006,Electrical Cables,V003,Bharat Infra Supply Co.,42,2237,93954,13/09/25,25,25
O0928,P006,Electrical Cables,V002,Shree Steel Traders,180,691,124380,02/07/25,12,25
O0929,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,52,4196,218192,12/06/25,34,40
O0930,P006,Electrical Cables,V009,AquaFlow Solutions,132,1780,234960,19/12/25,7,25
O0931,P006,Electrical Cables,V007,Prime Machinery Vendors,54,2253,121662,21/01/25,120,25
O0932,P008,Stormwater Grates,V008,Reliable Bitumen Works,163,2614,426082,23/12/25,74,20
O0933,P004,PVC Drain Pipes,V008,Reliable Bitumen Works,165,1728,285120,28/06/25,74,35
O0934,P008,Stormwater Grates,V006,Precision Electricals,90,1513,136170,29/09/25,13,20
O0935,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,95,2357,223915,07/07/25,74,20
O0936,P001,Cement Bags,V008,Reliable Bitumen Works,149,3305,492445,05/04/25,98,50
O0937,P006,Electrical Cables,V001,UltraBuild Suppliers,178,2156,383768,02/02/25,46,25
O0938,P007,Paver Blocks,V009,AquaFlow Solutions,68,4493,305524,12/09/25,92,45
O0939,P003,Bitumen Drums,V009,AquaFlow Solutions,176,2519,443344,29/07/25,46,30
O0940,P002,TMT Steel Bars,V006,Precision Electricals,44,4486,197384,04/02/25,89,40
O0941,P003,Bitumen Drums,V001,UltraBuild Suppliers,65,456,29640,24/02/25,30,30
O0942,P004,PVC Drain Pipes,V008,Reliable Bitumen Works,45,460,20700,25/11/25,78,35
O0943,P008,Stormwater Grates,V007,Prime Machinery Vendors,154,2296,353584,07/07/25,11,20
O0944,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,23,1909,43907,09/09/25,88,40
O0945,P008,Stormwater Grates,V002,Shree Steel Traders,35,3156,110460,01/08/25,76,20
O0946,P001,Cement Bags,V006,Precision Electricals,177,2377,420729,21/01/25,72,50
O0947,P005,Coarse Aggregates,V002,Shree Steel Traders,39,1968,76752,19/02/25,71,60
O0948,P004,PVC Drain Pipes,V002,Shree Steel Traders,156,3356,523536,09/04/25,29,35
O0949,P004,PVC Drain Pipes,V009,AquaFlow Solutions,165,1665,274725,13/10/25,76,35
O0950,P002,TMT Steel Bars,V007,Prime Machinery Vendors,167,3132,523044,23/08/25,91,40
O0951,P002,TMT Steel Bars,V007,Prime Machinery Vendors,62,1677,103974,25/07/25,75,40
O0952,P006,Electrical Cables,V009,AquaFlow Solutions,60,3829,229740,11/06/25,50,25
O0953,P006,Electrical Cables,V009,AquaFlow Solutions,115,3577,411355,21/11/25,102,25
O0954,P006,Electrical Cables,V007,Prime Machinery Vendors,175,2171,379925,07/10/25,77,25
O0955,P007,Paver Blocks,V004,Sai Pipes & Fittings,160,2281,364960,20/08/25,51,45
O0956,P007,Paver Blocks,V008,Reliable Bitumen Works,20,483,9660,02/11/25,41,45
O0957,P003,Bitumen Drums,V001,UltraBuild Suppliers,97,253,24541,24/04/25,43,30
O0958,P006,Electrical Cables,V004,Sai Pipes & Fittings,25,2460,61500,19/09/25,75,25
O0959,P003,Bitumen Drums,V009,AquaFlow Solutions,44,509,22396,02/07/25,63,30
O0960,P003,Bitumen Drums,V003,Bharat Infra Supply Co.,87,3207,279009,26/10/25,118,30
O0961,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,85,2660,226100,20/10/25,16,35
O0962,P004,PVC Drain Pipes,V007,Prime Machinery Vendors,39,2859,111501,05/09/25,106,35
O0963,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,167,981,163827,25/11/25,81,20
O0964,P001,Cement Bags,V005,Green Earth Aggregates,167,3325,555275,29/01/25,15,50
O0965,P006,Electrical Cables,V006,Precision Electricals,131,3612,473172,03/03/25,116,25
O0966,P001,Cement Bags,V004,Sai Pipes & Fittings,117,643,75231,26/09/25,44,50
O0967,P006,Electrical Cables,V001,UltraBuild Suppliers,158,1425,225150,15/09/25,46,25
O0968,P003,Bitumen Drums,V004,Sai Pipes & Fittings,32,3418,109376,01/11/25,62,30
O0969,P002,TMT Steel Bars,V010,Metro Hardware Hub,76,3738,284088,21/07/25,42,40
O0970,P003,Bitumen Drums,V003,Bharat Infra Supply Co.,106,876,92856,20/10/25,65,30
O0971,P007,Paver Blocks,V001,UltraBuild Suppliers,87,896,77952,14/09/25,56,45
O0972,P003,Bitumen Drums,V007,Prime Machinery Vendors,54,4139,223506,12/04/25,76,30
O0973,P007,Paver Blocks,V008,Reliable Bitumen Works,166,1806,299796,12/11/25,76,45
O0974,P004,PVC Drain Pipes,V009,AquaFlow Solutions,82,786,64452,09/08/25,39,35
O0975,P002,TMT Steel Bars,V006,Precision Electricals,48,3588,172224,07/07/25,59,40
O0976,P004,PVC Drain Pipes,V006,Precision Electricals,102,3022,308244,02/12/25,81,35
O0977,P005,Coarse Aggregates,V001,UltraBuild Suppliers,63,3064,193032,15/08/25,83,60
O0978,P003,Bitumen Drums,V010,Metro Hardware Hub,132,567,74844,30/04/25,109,30
O0979,P006,Electrical Cables,V004,Sai Pipes & Fittings,59,902,53218,28/01/25,19,25
O0980,P003,Bitumen Drums,V004,Sai Pipes & Fittings,93,312,29016,22/12/25,48,30
O0981,P005,Coarse Aggregates,V002,Shree Steel Traders,135,4059,547965,19/06/25,7,60
O0982,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,72,4486,322992,13/05/25,101,35
O0983,P008,Stormwater Grates,V009,AquaFlow Solutions,179,1357,242903,24/12/25,93,20
O0984,P007,Paver Blocks,V001,UltraBuild Suppliers,169,556,93964,29/03/25,37,45
O0985,P005,Coarse Aggregates,V001,UltraBuild Suppliers,71,2422,171962,27/08/25,11,60
O0986,P002,TMT Steel Bars,V001,UltraBuild Suppliers,119,2422,288218,04/12/25,89,40
O0987,P002,TMT Steel Bars,V006,Precision Electricals,24,2596,62304,29/11/25,116,40
O0988,P004,PVC Drain Pipes,V007,Prime Machinery Vendors,117,4365,510705,20/02/25,95,35
O0989,P008,Stormwater Grates,V006,Precision Electricals,172,921,158412,12/04/25,28,20
O0990,P008,Stormwater Grates,V009,AquaFlow Solutions,163,376,61288,07/05/25,10,20
O0991,P005,Coarse Aggregates,V009,AquaFlow Solutions,105,4213,442365,22/03/25,55,60
O0992,P006,Electrical Cables,V001,UltraBuild Suppliers,110,3111,342210,04/06/25,85,25
O0993,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,35,2310,80850,18/07/25,117,60
O0994,P005,Coarse Aggregates,V001,UltraBuild Suppliers,77,1442,111034,21/07/25,48,60
O0995,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,117,4465,522405,10/11/25,91,40
O0996,P007,Paver Blocks,V004,Sai Pipes & Fittings,81,1451,117531,09/06/25,59,45
O0997,P006,Electrical Cables,V010,Metro Hardware Hub,134,1279,171386,01/12/25,31,25
O0998,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,55,2731,150205,28/12/25,93,35
O0999,P003,Bitumen Drums,V009,AquaFlow Solutions,130,1389,180570,17/10/25,88,30
O1000,P006,Electrical Cables,V003,Bharat Infra Supply Co.,37,1169,43253,12/06/25,28,25
O1001,P001,Cement Bags,V003,Bharat Infra Supply Co.,101,3591,362691,05/06/25,57,50
O1002,P005,Coarse Aggregates,V008,Reliable Bitumen Works,58,1739,100862,09/03/25,18,60
O1003,P001,Cement Bags,V003,Bharat Infra Supply Co.,176,2386,419936,18/10/25,82,50
O1004,P004,PVC Drain Pipes,V010,Metro Hardware Hub,172,2102,361544,18/12/25,34,35
O1005,P006,Electrical Cables,V001,UltraBuild Suppliers,40,4104,164160,15/09/25,22,25
O1006,P008,Stormwater Grates,V010,Metro Hardware Hub,115,1707,196305,18/07/25,114,20
O1007,P008,Stormwater Grates,V008,Reliable Bitumen Works,55,1541,84755,26/04/25,29,20
O1008,P007,Paver Blocks,V001,UltraBuild Suppliers,23,2410,55430,24/04/25,57,45
O1009,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,36,1650,59400,12/11/25,61,35
O1010,P006,Electrical Cables,V008,Reliable Bitumen Works,137,2221,304277,27/07/25,59,25
O1011,P007,Paver Blocks,V001,UltraBuild Suppliers,100,3428,342800,20/10/25,83,45
O1012,P001,Cement Bags,V010,Metro Hardware Hub,153,1095,167535,22/08/25,62,50
O1013,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,152,3440,522880,21/01/25,99,35
O1014,P007,Paver Blocks,V009,AquaFlow Solutions,152,603,91656,30/05/25,29,45
O1015,P007,Paver Blocks,V008,Reliable Bitumen Works,97,2542,246574,27/03/25,64,45
O1016,P005,Coarse Aggregates,V007,Prime Machinery Vendors,176,646,113696,22/09/25,93,60
O1017,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,135,940,126900,14/09/25,97,20
O1018,P003,Bitumen Drums,V002,Shree Steel Traders,169,1308,221052,31/07/25,55,30
O1019,P008,Stormwater Grates,V006,Precision Electricals,26,1665,43290,30/10/25,63,20
O1020,P008,Stormwater Grates,V004,Sai Pipes & Fittings,43,2248,96664,21/12/25,46,20
O1021,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,43,1135,48805,19/08/25,95,40
O1022,P002,TMT Steel Bars,V006,Precision Electricals,154,3346,515284,19/09/25,98,40
O1023,P003,Bitumen Drums,V010,Metro Hardware Hub,116,3317,384772,29/03/25,10,30
O1024,P003,Bitumen Drums,V006,Precision Electricals,61,1384,84424,31/12/25,27,30
O1025,P007,Paver Blocks,V001,UltraBuild Suppliers,98,2735,268030,17/08/25,98,45
O1026,P003,Bitumen Drums,V005,Green Earth Aggregates,50,1277,63850,02/01/25,30,30
O1027,P005,Coarse Aggregates,V010,Metro Hardware Hub,23,3957,91011,13/09/25,68,60
O1028,P001,Cement Bags,V009,AquaFlow Solutions,175,4242,742350,22/04/25,35,50
O1029,P008,Stormwater Grates,V010,Metro Hardware Hub,136,3559,484024,10/02/25,61,20
O1030,P001,Cement Bags,V010,Metro Hardware Hub,82,2478,203196,18/11/25,84,50
O1031,P004,PVC Drain Pipes,V009,AquaFlow Solutions,32,1714,54848,29/01/25,23,35
O1032,P001,Cement Bags,V006,Precision Electricals,57,465,26505,23/10/25,90,50
O1033,P005,Coarse Aggregates,V010,Metro Hardware Hub,104,918,95472,25/02/25,11,60
O1034,P003,Bitumen Drums,V007,Prime Machinery Vendors,61,2529,154269,05/12/25,83,30
O1035,P003,Bitumen Drums,V010,Metro Hardware Hub,136,3150,428400,17/02/25,9,30
O1036,P006,Electrical Cables,V005,Green Earth Aggregates,114,3304,376656,04/02/25,109,25
O1037,P002,TMT Steel Bars,V007,Prime Machinery Vendors,94,4056,381264,04/03/25,22,40
O1038,P006,Electrical Cables,V005,Green Earth Aggregates,154,3589,552706,18/04/25,72,25
O1039,P001,Cement Bags,V004,Sai Pipes & Fittings,47,918,43146,19/12/25,66,50
O1040,P005,Coarse Aggregates,V010,Metro Hardware Hub,129,2792,360168,27/09/25,38,60
O1041,P006,Electrical Cables,V010,Metro Hardware Hub,53,4266,226098,20/11/25,71,25
O1042,P008,Stormwater Grates,V008,Reliable Bitumen Works,66,2106,138996,29/05/25,95,20
O1043,P001,Cement Bags,V004,Sai Pipes & Fittings,50,396,19800,17/11/25,64,50
O1044,P004,PVC Drain Pipes,V002,Shree Steel Traders,177,3596,636492,24/01/25,57,35
O1045,P006,Electrical Cables,V006,Precision Electricals,163,1939,316057,24/11/25,6,25
O1046,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,85,755,64175,03/06/25,44,60
O1047,P006,Electrical Cables,V009,AquaFlow Solutions,21,1132,23772,20/06/25,92,25
O1048,P007,Paver Blocks,V006,Precision Electricals,165,438,72270,31/03/25,111,45
O1049,P006,Electrical Cables,V004,Sai Pipes & Fittings,106,4124,437144,19/01/25,65,25
O1050,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,59,3973,234407,02/10/25,119,20
O1051,P008,Stormwater Grates,V006,Precision Electricals,125,658,82250,24/09/25,111,20
O1052,P006,Electrical Cables,V005,Green Earth Aggregates,162,353,57186,23/10/25,31,25
O1053,P006,Electrical Cables,V006,Precision Electricals,36,1423,51228,16/01/25,40,25
O1054,P007,Paver Blocks,V006,Precision Electricals,180,1559,280620,07/11/25,78,45
O1055,P003,Bitumen Drums,V007,Prime Machinery Vendors,172,1157,199004,07/06/25,115,30
O1056,P001,Cement Bags,V006,Precision Electricals,89,3590,319510,12/09/25,16,50
O1057,P006,Electrical Cables,V004,Sai Pipes & Fittings,135,2679,361665,26/09/25,32,25
O1058,P003,Bitumen Drums,V005,Green Earth Aggregates,48,3265,156720,20/01/25,105,30
O1059,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,133,4345,577885,05/09/25,8,40
O1060,P003,Bitumen Drums,V009,AquaFlow Solutions,68,2986,203048,26/09/25,66,30
O1061,P006,Electrical Cables,V005,Green Earth Aggregates,56,1004,56224,22/09/25,110,25
O1062,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,29,3963,114927,25/09/25,54,35
O1063,P001,Cement Bags,V002,Shree Steel Traders,99,560,55440,01/11/25,92,50
O1064,P006,Electrical Cables,V002,Shree Steel Traders,139,577,80203,24/09/25,18,25
O1065,P001,Cement Bags,V005,Green Earth Aggregates,167,2757,460419,18/04/25,86,50
O1066,P004,PVC Drain Pipes,V006,Precision Electricals,69,2547,175743,30/09/25,40,35
O1067,P008,Stormwater Grates,V006,Precision Electricals,50,2433,121650,22/03/25,24,20
O1068,P002,TMT Steel Bars,V005,Green Earth Aggregates,23,4411,101453,16/04/25,18,40
O1069,P006,Electrical Cables,V009,AquaFlow Solutions,160,2809,449440,14/03/25,39,25
O1070,P004,PVC Drain Pipes,V005,Green Earth Aggregates,63,783,49329,10/11/25,44,35
O1071,P008,Stormwater Grates,V006,Precision Electricals,32,1265,40480,30/08/25,8,20
O1072,P002,TMT Steel Bars,V001,UltraBuild Suppliers,118,640,75520,07/08/25,16,40
O1073,P003,Bitumen Drums,V007,Prime Machinery Vendors,172,3852,662544,02/07/25,83,30
O1074,P006,Electrical Cables,V005,Green Earth Aggregates,70,843,59010,27/08/25,101,25
O1075,P003,Bitumen Drums,V010,Metro Hardware Hub,43,4036,173548,22/08/25,17,30
O1076,P008,Stormwater Grates,V005,Green Earth Aggregates,140,2098,293720,15/03/25,33,20
O1077,P005,Coarse Aggregates,V010,Metro Hardware Hub,113,3411,385443,25/12/25,28,60
O1078,P006,Electrical Cables,V006,Precision Electricals,136,4193,570248,03/02/25,8,25
O1079,P002,TMT Steel Bars,V008,Reliable Bitumen Works,109,4121,449189,29/03/25,64,40
O1080,P006,Electrical Cables,V005,Green Earth Aggregates,174,1243,216282,22/02/25,70,25
O1081,P002,TMT Steel Bars,V007,Prime Machinery Vendors,103,781,80443,04/06/25,106,40
O1082,P008,Stormwater Grates,V009,AquaFlow Solutions,122,3586,437492,14/11/25,35,20
O1083,P003,Bitumen Drums,V004,Sai Pipes & Fittings,143,3344,478192,24/06/25,13,30
O1084,P007,Paver Blocks,V004,Sai Pipes & Fittings,131,3003,393393,22/12/25,74,45
O1085,P003,Bitumen Drums,V004,Sai Pipes & Fittings,39,4186,163254,31/10/25,19,30
O1086,P008,Stormwater Grates,V010,Metro Hardware Hub,103,999,102897,16/08/25,110,20
O1087,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,123,770,94710,25/02/25,81,60
O1088,P007,Paver Blocks,V010,Metro Hardware Hub,103,4249,437647,05/12/25,87,45
O1089,P002,TMT Steel Bars,V001,UltraBuild Suppliers,75,1338,100350,25/10/25,118,40
O1090,P003,Bitumen Drums,V001,UltraBuild Suppliers,58,3910,226780,30/05/25,73,30
O1091,P008,Stormwater Grates,V007,Prime Machinery Vendors,70,1884,131880,12/06/25,92,20
O1092,P005,Coarse Aggregates,V005,Green Earth Aggregates,131,3020,395620,26/10/25,16,60
O1093,P007,Paver Blocks,V001,UltraBuild Suppliers,52,2609,135668,09/07/25,12,45
O1094,P001,Cement Bags,V009,AquaFlow Solutions,20,3142,62840,25/05/25,19,50
O1095,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,130,3429,445770,12/06/25,85,35
O1096,P007,Paver Blocks,V007,Prime Machinery Vendors,117,3765,440505,19/04/25,74,45
O1097,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,55,1741,95755,16/07/25,76,20
O1098,P007,Paver Blocks,V006,Precision Electricals,59,2563,151217,10/12/25,116,45
O1099,P003,Bitumen Drums,V003,Bharat Infra Supply Co.,22,787,17314,09/01/25,87,30
O1100,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,131,1312,171872,12/03/25,15,20
O1101,P008,Stormwater Grates,V007,Prime Machinery Vendors,174,3687,641538,03/04/25,84,20
O1102,P007,Paver Blocks,V008,Reliable Bitumen Works,161,3886,625646,01/07/25,54,45
O1103,P003,Bitumen Drums,V004,Sai Pipes & Fittings,128,260,33280,13/09/25,78,30
O1104,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,125,3206,400750,20/01/25,9,60
O1105,P008,Stormwater Grates,V010,Metro Hardware Hub,114,1127,128478,04/09/25,79,20
O1106,P003,Bitumen Drums,V002,Shree Steel Traders,154,2489,383306,22/09/25,64,30
O1107,P002,TMT Steel Bars,V002,Shree Steel Traders,82,4070,333740,06/12/25,85,40
O1108,P005,Coarse Aggregates,V002,Shree Steel Traders,176,632,111232,25/06/25,120,60
O1109,P001,Cement Bags,V009,AquaFlow Solutions,140,3919,548660,29/08/25,70,50
O1110,P006,Electrical Cables,V010,Metro Hardware Hub,127,3091,392557,31/05/25,107,25
O1111,P003,Bitumen Drums,V005,Green Earth Aggregates,29,2690,78010,16/10/25,98,30
O1112,P001,Cement Bags,V005,Green Earth Aggregates,141,1585,223485,27/01/25,78,50
O1113,P001,Cement Bags,V005,Green Earth Aggregates,93,4171,387903,06/03/25,15,50
O1114,P002,TMT Steel Bars,V009,AquaFlow Solutions,91,2264,206024,12/11/25,21,40
O1115,P005,Coarse Aggregates,V005,Green Earth Aggregates,85,316,26860,27/02/25,99,60
O1116,P003,Bitumen Drums,V010,Metro Hardware Hub,171,1438,245898,17/08/25,89,30
O1117,P003,Bitumen Drums,V006,Precision Electricals,86,2134,183524,03/04/25,67,30
O1118,P001,Cement Bags,V009,AquaFlow Solutions,107,891,95337,01/11/25,23,50
O1119,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,125,3338,417250,05/12/25,35,20
O1120,P003,Bitumen Drums,V008,Reliable Bitumen Works,73,3026,220898,25/11/25,11,30
O1121,P002,TMT Steel Bars,V005,Green Earth Aggregates,33,1572,51876,24/07/25,64,40
